entity_id,early_rate,total_txs
3KiDz3wuZrJfsgKt5KEvRb1WPpbci1PWj78aPVF5ei3F,0,32
6yVX5rkTR3NfgCuu37vkmLCeG2RLqKaJHLj4G6b4Dvzu,0,15
BXAxLMMMUNYfC1z166VjWHR3WjTmqzLxB837o5ghmRtH,0,16
ECZx4Dfyn2o55KTYbM9r3Dt4VZRcrdfdrst7sUbWgrdU,0,15
SyndicAgdEphcy5xhAKZAomTYhcF8xhC7za2UD9xeug,0,15
CpgSfd6QUoBw1267rTtJoZhELqC5q7isKLojBifSbNEE,0,15
F3tdN8SoakjEPb743VY18YyKJWYHo6rojV3nkas5YJh8,0,15
3s97yjq2MhoPVPC3U9VeE3Z5S643Pweovg88ysvrQPw5,0,15
5ghoFEVrsXeAPB6SUmBpZ2xq3KvHEjNMeSaBnxEBXkHV,0,15
5ikB9XZNVsjwKb6hHT3FS3So1Z1SrDvU5yaniWEQyDEG,0,15
HpcB5Qg8Y9E73dUkot5e8HkgAJbExsYeUzniY4bCuKac,0,110
AiDoLWFKzNxSXKeZ4zym2TEPkg6F4kQ3YBA8WhANVPEq,0,15
dst2u7mXMyDvb14cSErRNA1mxH1d5VXbSXgZ3DKE9xH,0,15
DP9iBgK9c7tJYb83KhxQMFNc1LXYu7nE7EhWpEzQnjmg,0,31
H9METtoxNp2PhcDNxXwqpzBarJw9zJezhzdDEFgBqv8w,0,15
6y7V8dL673XFzm9QyC5vvh3itWkp7wztahBd2yDqsyrK,0,47
CBUGET5PnvLc3HvEeFYj64iTvdKhYV6pujTPDdDh785K,0,15
7CR6whiYULVf1Knj4J5PxUS37opdk8UAx2WnDzBQKiVe,0,15
7Nu9ckgtjobZ3MkbadGFKEvRymYuah9HmcxiUJKMM9NB,0,15
Fb77sbwgXmtjmkjkaoSckGp5yg3nqdtD8zf1dyxxiCSf,0,15
STaKesuXJH6UGRizuEVSWG1tyLu5ycKgWj3i1HUdvs5,0,15
8ZQg3K1V1Z2BVJkjmnxpi43WKhjPGXphzu5QmBkJibSP,0,15
4aRPyjsqqFsf5488a9QAaHJLQJMGwoL5P6wRtLmroe2d,0,15
73hojLdq1vZDSxeVQEqVFJ4iwLngdvEJPEpEHkSdv6BZ,0,14
BfgMdL4FaNHp5zZpD7WMYG5sZUrCWQPEjXDwWS7M5q3F,0,15
ETcW7iuVraMKLMJayNCCsr9bLvKrJPDczy1CMVMPmXTc,0,16
ACTGYsH7bHbaSP7z9N86oLPHBThAELbGfTboc1VoFeZz,0,15
DB7DNWMVQASMFxcjkwdr4w4eg3NmfjWTk2rqFMMbrPLA,0,15
CwyVpfmfSiMeCexi3JgUNvaiDfYN14cLDjzT99zcBuD2,0,48
9AW87WqARQonyJYhx1G25fKfvjURFYVmHs79z1NUXDPD,0,15
BR1aTt4ZZUCwWJDkSYf1hqkYJjo7Mb7Ar8iVTkeSwUB8,0,31
4XspXDcJy3DWZsVdaXrt8pE1xhcLpXDKkhj9XyjmWWNy,0,15
FdH9QEQBxPQfaF2JpcjgdfcMnDb7rjZkCDRCWLRjTQwj,0,15
hnhCMmnrmod4rcyc3QRKkLEC9XnPTvYJ2gBvjgFiV4o,0,15
UPSCQNqdbiaqrQou9X9y8mr43ZHzvoNpKC26Mo7GubF,0,16
UNrgBLmc8JT6A3dxXY9DWeHvDezt2DZQbhg1KPQfqEL,0,15
ciTyjzN9iyobidMycjyqRRM7vXAHXkFzH3m8vEr6cQj,0,16
7nzTzRZzezmugqE5ZjHRMxarhXunpwZ2PUdjV7uYzt7A,0,15
BCjGyexo1i7qpN9CbJ9Zt8avWr4Lb2JRtcm43sJvsgQK,0,15
2XmhZKHmfjku3T3nC9xKhgr5bm1CAmWXqNsNt49mo82C,0,15
AjGby82yXeYgj3kmng9y3c4nQpZFmiPpJKecLJTHbfbP,0,15
EBk678aQvc3cUkfGyoehfw21JQfJXjmWuBeopYc89RSV,0,15
3SkE34PVeGck2ArEffFKjihrQgURsvnoTAhitsNXNzXd,0,16
ECNnK4VjcKTsABiw8FAp3JCE6tCmYyrEJthYVyMazmxi,0,15
DEU4agzdUCA5oZ1QSLxCyZb1smvdu5j1NXXsK2r823Uu,0,15
8pyp3vfVPRziYdAYEyqkwytdBbdVbQmHqfQAVDcRV3w,0,30
7ZjHeeYEesmBs4N6aDvCQimKdtJX2bs5boXpJmpG2bZJ,0,15
RNXnAJV1DeBt6Lytjz4wYzvS3d6bhsfidS5Np4ovwZz,0,16
EQhTjikb1L2jvxsCaSW2o2TuRXh4Do6HzBEWCxpeM44W,0,31
popscoyTKVksa4TyTXw488b3vvFxM7qQEyTBeMQopKu,0,15
yJeahQNRHNWtL9Z1SqPX3SBwTYXr5ECMYYVK4uYVwxt,0,15
9n1eEtJJfj1535NYfx524QcCG5aHbf5DH7ejqBrFLBwG,0,16
PAD9aPiKJGcbGxuVLbc8o4Vf65GPq3fJQ7PkHWuX6a8,0,15
2uxEHizFmmnLekKG2LZJwxNabhpymEYfdVCpgDxjt87m,0,15
CoG8d9Fp2TFJRkAmrPMiPsGhQWHzdTTVoegEp9svRgmJ,0,16
peNgUgnzs1jGogUPW8SThXMvzNpzKSNf3om78xVPAYx,0,16
GmCxjmjKZoaKN1DKunbYq8RCYib94Nm3sHyncFfofaF5,0,16
AS4i8EXUZnPbmNT5ZXmoTEbrXQrbFoReiWwwFB43Ds5z,0,15
hyp3Eo67t6FgeuWg5Qxbeme8NPXJPXXdKT4iJ4DsLf2,0,15
3KNGMiXwhy2CAWVNpLoUt25sNngFnX1mZpaiEeVccBA6,0,30
9q16BB7WGmBxf1nJTdxH5zPnBUhtHqdqXqRFjSjuM4k7,0,15
58KprHKFNHgH1Cvo4QwxWkDeJNaSQVteCoAAFUWjtESn,0,16
MARiKM3t7pDCyXtvLq24ErWDAvYu84yXqCthkR1GS33,0,16
mint13XHZSSxtgHuTSM9qPDEJSbWktpmpM4CZxeLB8f,0,15
7QQGNm3ptwinipDCyaCF7jY5katgmFUu1ieP2f7nwLpE,0,16
3RXKQBRv7xKTQeNdLSPhCiD4QcUfxEQ12rtgUkMf5LnS,0,16
9USijQaAfSzw6gWbHNq68VVigmj3HvffDJYhbK4tfquB,0,15
2kVZVTY8FMRZ3WuHzyqNz8qd4Ytbba9f9DaesUm5WLvR,0,16
5d9Mdc2Zk8as8GL1AxQeXxv5htBBvC5bjfmsXC7UUWwG,0,16
HLXxkmjb47spcmbbKi3UCfZ2qmFY29t8MN562AEmh2Qh,0,16
5marvipGzf98hxnoJFXsZbGHSXcEQ3yRGJ4ps7D3V4ou,0,15
5VrW7YNBccVnhnZVmooCePdLFcs2UjfxRT3hoY9mN8Ec,0,15
SoLiDJGk4WkdinyLiRWjkFbgLUhjL3idGJK8H1rUWqH,0,45
SFundNVpuWk89g211WKUZGkuu4BsKSp7PbnmRsPZLos,0,15
DupN8puwoPdFo9EYm8AXemEn9cMsore1QmZzfPaxyUG4,0,16
78sEMVmeecStjxWU7XMJMH8bMRBW9vSiEAhAjtZbt3fW,0,15
D2RV1q6FgePVVjrMa7AMzVbvvAeg5oS7TAV7qdNKSDsX,0,15
BuoZ7q6faiJNTN24r7Kcj8dp96axs5XPEKXmWGsh2pDE,0,16
chopskqnudaeCTENWzUjfFCBSLcxprqbdMoCAucAwfb,0,15
7U68WfpxJF5W1HjVQ2NCQr5EuKhNSvSRAnmWTk6225Jf,0,15
2bpfa8JbFfZUGUsedDsemu6vQUxbhcEM8ALSH3PgXd2d,0,15
B94PGWcxE9iEDov8sZobTkqEY96Yb5gfcsYWSWpQxh6S,0,48
juigBT2qetpYpf1iwgjaiWTjryKkY3uUTVAnRFKkqY6,0,123
8ebFZA8NPLBZD91CwsG1HWQsa2B5Ludgdyf5Hi3sYhhs,0,62
3psxMyr7rQzywVp1MXKd1XFmFz33NjydzCoJx9t2sMQW,0,16
AiBEt9kE8yZ4CnaLfTCGMp7Fg2wCtqhPTfvJ8D3zrLfu,0,15
NordEHiwa6wT5TCjdeWJzpsA7DSmWQPqfSS7m2b6cv3,0,16
2Rv9npqdWE1mLPsT1r2obn3xtKmA5afkxt8GsWeLnKoc,0,143
fotby1ABxpei2EVH9uXJ6KbHYgPjbg4Sny9eRzQjtRN,0,16
5P35CJVKU15Rrh5M6EVkre23EyA3K34kAut2GXhHKM7W,0,15
6gL3uHvuUjaPp9mTBf2VZ4tpKiYhbWyPrAPboGByzEHd,0,16
GREEDkgav1ox1jYyd9Anv6exLqKV2vYnxMw5prGwmNKc,0,32
Diman2GphWLwECE3swjrAEAJniezpYLxK1edUydiDZau,0,16
FugJZepeGfh1Ruunhep19JC4F3Hr2FL3oKUMezoK8ajp,0,16
BoNKmNCGvoHS4CkKvYRnF21iEpUP827pZjhFGdA4t5as,0,16
UMi1r5J3SagSu4HC3waB3YFzbXi82rRSScgW2e8NTfr,0,48
BSMe78Jk1BfeJDdHQj1aXVjrT2aMAYidyNAGQsTshrk,0,16
8tjFeSApQ85ThoQXT28acfF2KUfQr3TvTdirSkzNnYC7,0,87
uxqVAFQfox97HazsPtkKiwhypQH6jEGXkQBHDtXshrk,0,48
U82KEYMnuCiZSQbvuCJTZ652HX9NQ63uNSnxyucshrk,0,16
13DmVBcyrSdsSsLWaKH9x1dwxDf48Wu5wprwxMmLshrk,0,16
SENDa18d6LsC1f85AJXXMncBxQyFQKSJWZ1jaop5K87,0,16
GFXVa19rX6iwfs3sLS5UvX9Exu2usRsG4V5MRMDRo23V,0,16
sTEAKPk59EtPPbixCweyv6oRLNCDEE8pnnef6gUfbiW,0,15
SLAY6uN1zZpXBTfbuDDCesNmM5D288xrz8uYvfS3n41,0,16
12i8gndWWWMTRzJBFhnYkobNgZB3XMUUJq75HeUrshrk,0,16
4YGgmwyqztpJeAi3pzHQ4Gf9cWrMHCjZaWeWoCK6zz6X,0,15
LunaowJnt875WWoqDkhHhE93SNYHa6tfFNVn1rqc57c,0,32
LodeuWMHPiPj2PUHUyca2bkpFv9HyzR3gaDBmGJ9TSS,0,16
SPHERExTW7GaMgS4RN6MbghYvXU2REfFWHgpxMH1P69,0,15
DCdTPyDbXNHrmdv4ZyPPzEfY4mPAqH4hDPtowAteoNgv,0,16
6tpuCGuvAZyUwQPFLKmiUfGUKSBjk3yVHJ314cfJV4ZF,0,16
CjmXSapt1ouz3CZzgkRJckBEwMSo5fVdVrizLeRscwYD,0,16
3BeharBd3j4sKQp7Qze27JLQLd9AEEwGTX9TC7dXYSNw,0,16
7qGNnXKW1e3DsqEaSxwxMdBTFsrK73XtWTmkGitRyMQc,0,16
BCeczqpTRPigndHVJu1KEzno1Uhb4hjrE7ttmAndrV1p,0,80
9PRr9k87HjjdLMRkxtxygidjxVta9VQ1kAsqgLBWXKdQ,0,16
6Rk694kh1QTyQkirdb1uDZmS5xqG9bNaYtxx8d311Mr7,0,15
EATpCzQNs8BzZh1mx1hXMAJm3o1MLXakTXr4UEmcsY7f,0,16
HT41udB8mLZZf7tev9tUoHYJ41TP8GWZ6zFMbjiviXk5,0,16
3Rv6ZVGUuRczP76322LyhTTYw2iM4avV4B5xFJocQJer,0,16
4GEEKSwuiBHWTff9WaqrDcToZjbX6KYdyB4c578Zxse2,0,16
7HMHSdQkjDwz9Q5zAhEy83uzW3XHJchjdpMYapKXcKt5,0,16
EdGevanA2MZsDpxDXK6b36FH7RCcTuDZZRcc6MEyE9hy,0,15
7EzbSahSfSjeRexHcNDLDpzHBAGBLjLKtjbmuoQnEtjE,0,15
LA1NEzryoih6CQW3gwQqJQffK2mKgnXcjSQZSRpM3wc,0,16
E4xNK4UwGnMtkdiUPyx13i6NkFDdW9Gw9NFGY93wEdGZ,0,16
5AsoSeQtLoN8eLsf3wKrR3LwxHME4sTBGR6dpTCP1k3H,0,16
SANDCxXBbQhvbUqNtiLqKdFEY1uQhVo1UgUACaS4mXU,0,15
HnwMGBAw5PxaX56eSYc969MorEy2NzEMPLkmBkdnJmeq,0,32
Lua1fxRRHCnjVAYdfGyv2GbUsRHGM2DN2wgpWuF2WSb,0,16
6JKwz43wDTgk5n8eNCJrtsnNtkDdKd1XUZAvB9WkiEQ4,0,30
G4GT8z4AKWNoy3x6nuzxW83UfFXLXzrwn7DZQt4GvWdU,0,16
eyeYaqg9e2L6xw7YwsSLm27eWJfhLNAm6ETQm8TXNoK,0,76
ADjyeNzWd8yhEjCVyAqT87eqoyGRbimERQsNhFQcXjop,0,32
AEAJtnjjB19XFreJH21UP8rfd12f9kxMmngwZG3tGXbP,0,16
GiYSnFRrXrmkJMC54A1j3K4xT6ZMfx1NSThEe5X2WpDe,0,16
HLnodbYkL5PFA8hjAZDkm5pGzV7eLTvcs671AW2L6St9,0,16
CiR8HNCfkjtcongPmP2DRdZPnFgjSbN5gsXdjmsXXHcB,0,16
AoUwfPuiEek2thVRDhMP7HbQb9rguyab4rDiz2NAfwwA,0,16
Lake8NXDThihebhxS3Js7mFnj9fthmus93zEdsFNrsL,0,15
EWARp8Syq8cTWGWHtP5LT9fKAn5GvXfSCH8LfAwpgQ6m,0,16
DiFeTctQSaNczJNmZ5121kYqLaBe9wDpM9sjCzTELJLE,0,16
96XWbKem84optM8RLHhc8EYJQG8CCWA8F6oqWMPHDweN,0,15
PuRposE4utktenW49N8DCtVzdVEwYrmsrroboEUram4,0,16
h3ZXAE168mNxsszYYrUfkMVSCWx6DU2Uvrx97Kb1Nch,0,15
3cZSHGfNdaULpFAvGbWbxpVwzXB4gHdk8NFucPNR5pgA,0,76
2Wf9V9rPeVRUTfmWdPedCJuWVr6MFfyLuigEq42DuMDc,0,15
DRpbCBMxVnDK7maPM5tGv6MvB3v1sRMC86PZ8okm21hy,0,16
3YVoK8UN62dyiPZnGBzBTkGdwsVmmK1MpRoLcxNRs9BE,0,16
9UbU7oaVXX6t7bMthxzzGPnWumFNxoWqUwX3qsrxb4pp,0,16
9hQqNe3DQTiwhspatewA8EXhz12e6sq5UJVJ2qNRwnTf,0,45
dzBhD4wikyy7xqwiJvT49gdrKqWVjfs9M6cTssmRX8Y,0,15
Fudp7uPDYNYQRxoq1Q4JiwJnzyxhVz37bGqRki3PBzS,0,30
1unarWPGGseFag2WfnoFv8o9P7vTPU8eHex9GinP3eY,0,30
HrpWeJSYnQVtZe3BKxFCBrAEr8GRCmYUbQev4hoGDBs6,0,15
AmhQFcGvH2hjkucP78rn6GMKSbstYwyFpCDVKZUwBGrG,0,15
RFLCTDRBVZTEbXrCd92jnKghYeDJARb6ByK2JnPfQmH,0,14
parafiUS6h6oLhCFwhjvEmQJKw8pF1iXsxMJdTq46dS,0,15
2E2JPuFhjkQvEJEeNGqVSwGLJa5GoFqabQTutGjg1bzw,0,15
32jCuWyy4aJjyv4gd4DSGBHmFU5KUSSfqbmPb9GpMin6,0,30
mds1WWedpezW3qvgML4WgP341jZksYAy5SbMLwjP5KC,0,15
bkpk9KVsDRfrArzzmkJ9mPEvbXfQxczzQYR3QMGiR8Z,0,15
hykfH9jUQqe2yqv3VqVAK5AmMYqrmMWmdwDcbfsm6My,0,15
CwhdMezLucz7bcuWzStpLXgrzKGC2tBBiaVmJZjfprRN,0,15
nSGZ3tv2UhskkPqiB666yDVj7PTi9qKgDqvjHyw5JgM,0,30
sTepQGoReJq2tBKStL19DT6nnGHcGiAvFjyYaokLyuM,0,30
Ninja1spj6n9t5hVYgF3PdnYz2PLnkt7rvaw3firmjs,0,15
SLNDCSGTEsA6KHpgR32MBt9UAurZnVSJGUtW2tRpdU2,0,15
DeepM3FDWaAb7o53rvyZk5YvHLG3FvDiVXJLRY78z51p,0,15
CpNnGGhgVATJAbzHUXdrcGfpPiGuZyPka4QUmH7YgavX,0,15
EAW9vxqogvdPNapq7QTDpiVTHK6o7begUhPVnf854VTc,0,15
6NDen7aDi65apHo8m1Vea4nuS6LyjQeM6pDNqcW4Q5Pg,0,75
Spiky3mMSLHGhffuEhYR7ptMNZ8NddddwrTjki4VhWk,0,15
9U4WqNGVywKt3gG9HSt9tGVXBDXJvgid6BVweRysaJmg,0,15
SQDS9iwyWvT2mQbSZzuNKGoxuBug5jRHouF6SuMRBkA,0,16
p1ayS5DGgrM7m1VU4zcppoTWPbcFGhrBYTh7Wm6ApAC,0,15
Ha1iade1AH3B12K9SccfWoPdFtQKKQsj2ZyWwxcjqJJU,0,16
HyperSPG8w4jgdHgmA8ExrhRL1L1BriRTHD9UFdXJUud,0,15
AnKWYWA1zktynzWqPC5KQFYWrTEWNny2CAHbAVU9zSXT,0,15
A4hyMd3FyvUJSRafDUSwtLLaQcxRP4r1BRC9w2AJ1to2,0,15
vnd1Ps8w3fsi54qUMJxBhUWARES34Qw7JQXDZxvbysd,0,15
mds2fZEpJP688PqJHvfLxGyf2VFrcNkvjuUxNYCwjrq,0,15
EZHZcXFpiiooHDJymKPro6gSVBqz6JfRwDAnSHUwkXRV,0,15
axy3tCRL3wmFMVG4c69rYurcf4fXhBo2RcuBj9ADnJ4,0,15
EdFUcP2f6j9iBg5BqsgJn3WDr1JieiKCo41hZ5Zrsk6w,0,60
hy1oMaD3ViyJ8i6w1xjP79zAWBBaRd1zWdTW8zYXnwu,0,61
CtvdyHYt8cMuGVHFarV2RADfoCdnrbd8e9jAsB225uMW,0,15
MFLKSo4XDfrBf4FByx76zYM2dXSWcigag7ec2bCHTR4,0,30
SaV6UWBaE8M3kwMBfAhQ6Tmvd2qdJRm94NTwLqtoyGd,0,15
sbidYi7fbif6qNsMpwBKvyF5DKcLCbjaegpADsKqNux,0,45
DKSy9mQn63487j7oXHxqmykLEYUA3akTHm1QNPgDLGN8,0,45
BeRtYZnaaZLFwYQRPaZcxuuHBmyFBSGP32C8Ls5xnrZP,0,30
CtzN7ysR5rX69qd168Aosbuc83mPozhi81bEHbG7ecNP,0,15
GvfaiJUhNCRZGVGumsEF1eHDb8JpAeFAyHSrTifyhrbt,0,15
9D3o3EYeknhTrRvXS1PnD2euGXnMFa3HwpYBq5gPZJDA,0,15
novaeuhY2JH2WHhc9KVTHDx2cyJZdXJC6faf4CtARZn,0,31
ExCHWgfeJyKRzpfryiQn4W6aYaWhbSAEnsoUnBGNqjWD,0,15
scb1Z7du8NVSaHFXsafSjRdXr6xBjWR3iugikL739Y1,0,14
gVALrRd3xq4D62KJNGDCpMMGz976w2x1Vo79mSNn4bh,0,30
radM7PKUpZwJ9bYPAJ7V8FXHeUmH1zim6iaXUKkftP9,0,15
CTwsruptUccEtZGNxBDbuusHYxkBX3P6ndrxVjSG213y,0,15
bookoVmqw4QjVj5BbkFacouadx9M7816wyRkfM7A5Lo,0,105
b1ueZK9bWTywN2587zsScyLTaH18wfRfN5W15XnkiqF,0,15
odcvDWH5wHVKz9XtmGGxTj5ZsmawTjCCty3nyBKDGzS,0,15
GYx8kpp7SsRwtQEEsGQjAxb4hFMMmT91kFJuDeky3YGQ,0,15
RLMS1pv3YKi7CSUCKTNcFN5fFkXJc2SmCwPhbQpqZJo,0,15
4kL5QD8ir5CvkuvCUnQhBDuWhq3Xfnz3UfQLt4CqPQZQ,0,16
Hu7pi2Xg5Kav8vSAUUr5CCZaEmMCzT6FgCTpueu3oBtW,0,15
8AkVj5aAtJ27tYXeq89cnSf68V43NarFHMx2iSDjZv7c,0,15
NATsUSZGohWw8xtLdxG4yus21UCkaes4FLfM2eqKbRk,0,15
sZAqxCSN5kkVfG2s65Bje4jzCkD2aLyk21qU95PMf2Y,0,15
idCE5k2BtTpwXdwAC7Var1enT9reut9fWECcxQP7LY7,0,15
prt1st4RSxAt32ams4zsXCe1kavzmKeoR7eh1sdYRXW,0,15
scs1NCSTafrUX6RBx113B9YDCepo1QdEzU8WwEkf25i,0,45
2nhGaJvR17TeytzJVajPfABHQcAwinKoCG8F69gRdQot,0,15
mALL2W6DUgDDtcyurC9v5YTF2CMMeuRwPBkf6tEoG3y,0,15
sfvTq7ojrEc5WdXcHijz676eX1pc5MgoLxbkYSdRDAB,0,12
phz15zDzU3MiCCNJtFipjpLt98sqzbc2Tgcn76JKFHK,0,16
Fc6NNdS2j3EmrWbU6Uqt6wsKB5ef72NjaWfNxKYbULGD,0,15
ABREU5YkQcfpDZymoQ97iGUgQcfgjctWUUxEMfumiPdV,0,15
BP8TxUroBDw97JWmc9bfg9bs8PoE6MA71SSihhBNUJR4,0,8
97jbhVBYcSmwGXjrx5PPWXucDsVBqwyoQ6rzP3B6eeMt,0,15
wetkjRRRDrSPAzHqfVHtFDbhNnejKm5UPfkHeccFCpo,0,15
PRGNnb8DxVcP2WjSHfVRGgc8SkA5u6dbMwoTVV1BGKN,0,15
9GHvMeJ4ZWuAX6sDGscFL1TBMszx2EehnrcTVUy4MZJQ,0,15
scb2TYPmwHgKxXJaJNq6gHKwYkVyLKx58hz9RbCKZZR,0,15
meshRrDTME9cL2FSQ9E56EncfkZ7vL8apwcCFsw3o6Y,0,15
HWMLtrNbiTQH5iE9BQbG8QksRyPHP7zmgRR8gyY55UQy,0,3
EbiVZXqkj7RmWn98i3oPWcMpB2Z7VjmKV3djzc8q1tma,0,4
7zujqoQsFic14ncDYhBSVGvDnqc94rE49c1ZJCHvAtiW,0,7
stacheBmGG5zMKuetUevAbc4m4dLbve1VPcpSur3voH,0,14
noMiSMNpN3iGeX3WdF5M2KQdFUQt2RYYpfJ4dN1Ni3k,0,13
6JbQNigcDnUmoLBpeQVBWw1PoWuwCuSCzp4TBjbBC1jP,0,4
AxiomRXZAq1Jgjj9pHmNqVP7Lhu67wLXZJZbaK87TTSk,0,5
F9VBRW8Rx9wcEaSbHJC9LrttqC4fkbPr728HvFPf1dFZ,0,12
GHeoPQitvVKSVisuRpfAdW3vmB6Bi3cVE86CWbDqT2Z5,0,5
5fSQdv4zsAJNx6RKpGho6sL6rY6a8nziaqcmwaRJB9NE,0,7
BuonuQoAR74GoMwCFhxKWVWWSGGt2wfbNmQ3cizaJ97G,0,8
Stakex4B2tpDHPWGvV1dninfiaYCGdakgTknpzPitLh,0,7
ASTyfSima4LLAdDgoFGkgqoKowG1LZFDr9fAQrg7iaJZ,0,5
5XWtV48xW63kV6YNZ4NpSKDYDor82TmYQSMBxJvqP7sb,0,1
CarrotLYPhQzYL4fEsTUvEzw5QDaMGSZUENHSkh7qzQa,0,3
7iCDKGmjkM95P89kzRcYiawsefMnv93ntX8Euhz3unra,0,2
4qL9M4GqavrNF38Pxz3xT6wVidRWAkTd5sx81Dm3LkaM,0,3
2JkFW37X7qq9KDzFrF9b4ZNk1DcLBPJ6KQeneXJVitpw,0,4
FhNcsWN3NtEXatUHm1KKKXqnsKkMVmgcrEiiQdeYMipr,0,10
7wxrp9biVjWhHBSNtKkj8pydzPvzyrHcELirJ2xHzNoY,0,1
ping6gwBZx1ccMMFyLgkVSupUmujYrFidEXuNRPq989,0,5
AjAubETeBLhebBxLcErmzbavZfqF9bCxkpRAdyJtoi9G,0,10
2fyUpYAHzcFJ4T3KQXC9sdUPVFjMwTsdLzmuzugvNeEj,0,6
3NK19Y8KQyr3HmJVEmn1gjaXDDDpsVVQtBWmHkwZXkAm,0,1
HKkbkbadW4XyK9mNadu3ezH7ugG9SCQ44Uzy9A1HKQyr,0,2
Bk2qYNMa4hUkbutBcb4JHhMqAbGEFZq4KjicpMCwC2wn,0,3
GDH3M3nYHXsrkoZJrv74GBnSQXJvPwQVeNh4y8kDstak,0,1
7gfdHd7eScorCWvHtaYffyJ82NiHGcWca7po9HUNNjSi,0,1
Ba1o5NWMdCDVVwoRNHLmuxHd2ypcZRWi18em5eavEgoE,0,1